cntry,eneffap,rdcenr,cflsenr,elgcoal,elgngas,elghydr,elgnuc,elgsun,elgwind,elgbio,wrpwrct,wrenexp,wrdpimp,wrdpfos,wrntdis,wrinspw,wrtcfl,wrtratc,clmchng,clmthgt1,clmthgt2,ccnthum,ccrdprs,wrclmch,ccgdbd,lkredcc,lklmten,gvsrdcc,ownrdcc,inctxff,sbsrnen,banhhap,
EE,7,4,5,3,3,1,4,1,1,1,1,3,4,4,2,2,2,1,2,6,5,2,0,3,5,0,0,0,0,5,1,5,
EE,10,5,8,3,2,3,4,1,1,55,2,2,3,2,2,2,2,3,1,6,3,3,7,3,7,8,5,7,3,4,1,4,
EE,9,4,9,88,88,88,88,88,88,88,3,4,8,8,4,4,2,4,1,6,2,4,0,1,1,88,88,88,88,8,8,8,
EE,7,3,6,4,4,4,4,4,3,4,1,3,2,1,2,2,2,2,2,6,3,3,1,2,6,4,2,8,1,3,3,4,
EE,9,3,3,5,4,4,5,4,4,4,2,4,3,1,1,1,1,8,2,6,1,3,1,1,6,5,0,8,0,5,2,2,
EE,3,3,5,88,88,3,88,2,2,3,4,4,8,3,4,2,4,4,1,6,4,3,0,4,0,0,0,7,1,2,2,3,
EE,9,3,8,4,2,3,4,1,2,2,2,3,3,3,2,1,2,2,2,6,3,4,8,3,3,88,2,3,1,4,2,2,
EE,10,4,8,4,3,3,5,1,1,1,2,3,3,3,3,2,2,3,2,6,4,3,9,3,5,8,8,8,8,3,1,2,
EE,4,3,5,2,3,1,88,2,2,2,2,4,4,3,2,2,2,3,1,6,3,4,3,2,3,7,3,7,7,3,2,1,
EE,6,4,5,4,4,2,5,2,2,3,5,3,4,3,4,4,4,4,2,6,3,3,5,4,5,5,4,5,5,3,2,3,
EE,5,3,5,4,2,4,4,1,1,1,3,3,3,3,3,2,3,2,2,6,4,3,5,3,3,7,4,5,7,2,2,2,
EE,9,4,7,5,3,4,5,2,2,3,3,3,4,4,3,2,3,3,2,6,3,4,6,3,3,4,3,3,1,3,2,2,
EE,10,5,10,3,4,2,5,3,2,3,4,3,4,4,4,4,5,5,1,6,4,4,8,4,0,5,5,5,7,2,2,2,
EE,9,5,5,4,4,4,4,3,3,3,4,3,3,3,4,3,4,4,2,6,3,4,5,3,5,3,3,3,5,4,3,2,
EE,9,5,10,4,3,2,2,1,1,1,1,4,4,3,1,1,3,2,2,6,3,4,0,2,5,4,1,1,0,5,3,3,
EE,8,5,1,5,3,4,2,4,3,3,2,4,2,2,2,2,2,3,2,6,2,4,1,2,5,5,2,7,1,2,2,2,
EE,7,4,4,4,5,3,5,4,3,5,2,3,2,2,3,2,3,4,2,6,3,3,4,3,5,3,5,6,2,3,2,4,
EE,8,4,2,2,2,2,4,3,3,3,3,4,4,3,4,3,3,4,1,6,2,3,5,4,1,5,5,6,5,3,3,3,
EE,7,6,4,5,2,2,5,1,3,4,3,5,4,3,4,5,3,4,1,6,3,3,3,2,4,4,3,5,4,5,1,4,
EE,10,6,4,4,4,3,5,1,1,1,3,4,3,3,3,3,3,3,2,6,3,4,8,3,1,1,4,6,5,2,1,1,
EE,9,4,5,4,2,2,5,3,1,55,1,4,3,4,2,2,2,2,1,6,1,4,0,1,88,0,0,0,0,8,1,4,
EE,8,5,4,3,3,2,5,2,3,3,4,4,3,3,4,2,3,4,2,6,3,3,4,3,3,7,7,3,2,4,2,4,
EE,10,5,10,5,4,1,5,1,1,1,1,3,3,4,2,2,2,1,3,6,5,3,8,2,4,2,6,9,1,2,2,4,
EE,9,3,3,4,4,4,5,4,3,3,2,2,2,2,2,2,2,2,2,6,2,3,0,1,5,6,0,2,0,4,2,2,
EE,5,2,4,3,3,3,5,3,3,3,2,3,3,3,2,2,2,3,1,6,2,4,5,3,3,3,5,5,5,4,1,3,
EE,9,5,8,3,2,2,5,3,2,2,2,2,3,4,3,2,2,2,1,6,3,3,6,2,4,7,6,6,6,2,2,2,
EE,8,4,5,4,4,2,4,2,2,2,2,2,2,3,2,2,2,2,1,6,3,4,6,3,7,2,1,6,4,4,2,4,
EE,10,6,5,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,1,6,4,3,1,2,5,5,5,5,5,3,3,3,
EE,10,6,1,4,3,2,5,1,1,1,4,3,4,4,4,2,4,4,2,6,3,3,3,3,3,3,3,3,0,4,2,2,
EE,8,4,8,5,4,2,5,1,2,1,2,2,3,2,2,1,2,2,2,6,2,3,6,2,3,7,3,6,7,4,1,2,
EE,9,5,3,88,88,88,88,88,88,88,4,3,4,3,3,2,2,3,2,6,1,3,2,3,1,88,88,88,88,4,4,4,
EE,8,5,2,3,3,2,3,1,2,1,3,2,3,3,3,2,2,2,2,6,3,3,2,1,88,2,2,2,0,5,5,5,
EE,10,5,1,88,4,3,5,3,3,4,2,2,2,2,3,2,2,3,2,6,3,3,0,2,2,8,1,1,1,3,2,2,
EE,8,6,4,4,4,3,5,3,2,55,2,3,2,2,2,2,2,3,2,6,1,3,4,2,3,5,5,5,3,3,3,3,
EE,9,2,3,5,3,3,5,2,2,2,2,4,4,2,3,3,3,4,2,6,2,3,0,2,2,7,3,5,1,4,4,2,
EE,9,6,9,5,5,5,5,2,2,2,1,1,1,1,1,1,2,1,1,6,3,1,8,3,8,7,8,8,8,2,3,3,
EE,10,6,0,4,4,2,4,1,1,1,2,3,4,2,3,3,3,1,1,6,3,3,0,2,5,7,4,3,1,5,3,5,
EE,9,3,9,3,3,2,4,2,2,2,1,2,3,2,3,2,2,3,1,6,3,3,6,2,2,8,2,4,6,2,2,4,
EE,10,6,0,5,3,4,5,1,1,4,4,2,1,1,4,4,4,1,8,6,1,55,66,6,66,66,66,66,66,3,5,3,
EE,9,5,4,88,88,88,4,1,1,88,3,4,4,3,5,4,4,4,2,6,2,3,88,5,0,5,8,5,6,3,1,2,
EE,5,4,3,5,3,5,2,4,5,4,2,3,1,3,3,2,2,2,2,6,3,3,0,3,1,3,3,8,5,2,4,2,
EE,5,4,4,55,4,2,5,2,2,2,2,3,4,4,2,2,2,2,2,6,2,4,5,2,3,6,5,5,2,3,2,3,
EE,5,4,5,55,3,3,3,2,2,3,3,3,3,3,3,3,3,1,2,6,2,3,5,3,5,5,3,5,2,3,3,3,
EE,8,5,0,4,4,2,5,2,2,2,4,3,3,3,4,3,4,4,2,6,2,3,0,2,5,1,1,1,1,3,3,3,
EE,0,1,0,5,4,4,5,1,3,5,1,3,2,2,2,1,2,1,3,6,1,4,0,1,5,1,5,6,0,3,3,3,
EE,10,5,10,3,1,2,4,2,1,2,4,5,2,2,3,3,4,4,2,6,4,3,6,5,8,5,10,8,9,3,2,3,
EE,8,3,9,4,4,4,5,3,3,3,1,3,3,3,2,1,2,2,2,6,1,3,0,1,5,5,0,0,0,4,2,2,
EE,10,4,10,5,3,2,5,1,1,4,2,4,4,4,3,4,4,2,1,6,5,4,8,4,3,7,2,0,6,4,2,4,
EE,8,3,3,3,2,2,4,3,3,2,3,2,2,2,4,4,4,5,1,6,3,5,4,3,1,4,4,6,7,4,2,2,
EE,4,5,7,55,4,4,5,2,2,3,4,3,3,3,2,3,2,2,2,6,3,3,3,2,3,5,5,6,4,4,2,3,
EE,10,6,4,4,2,4,5,4,3,3,2,3,3,4,2,2,2,2,2,6,3,3,9,3,3,5,88,4,6,4,2,2,
EE,9,3,0,4,4,4,5,2,3,4,4,4,4,5,5,4,4,5,2,6,4,4,1,4,1,4,1,1,1,3,2,2,
EE,9,5,7,3,2,2,5,2,2,2,3,3,3,4,3,2,2,4,2,6,3,4,7,4,1,7,7,7,7,2,1,1,
EE,1,1,0,4,3,1,5,1,1,1,1,2,3,3,1,1,1,1,2,6,2,4,4,3,1,8,5,8,0,2,2,2,
EE,6,4,10,5,5,4,5,1,1,3,1,4,1,2,2,1,2,2,2,6,2,3,1,1,5,5,2,8,1,3,1,3,
EE,8,4,7,4,2,3,5,2,2,5,1,2,3,1,1,1,2,2,2,6,1,3,7,2,9,2,2,9,2,4,2,4,
EE,7,5,9,4,4,3,3,3,3,4,2,3,3,2,2,2,2,3,1,6,3,4,6,3,4,4,3,7,6,4,2,2,
EE,9,5,8,4,2,1,5,1,1,3,3,4,3,3,2,2,3,1,2,6,2,3,5,2,2,7,4,5,3,4,1,2,
EE,6,3,6,3,3,3,5,2,2,4,2,2,2,2,2,2,2,2,2,6,2,3,3,3,3,3,3,5,3,3,2,4,
EE,10,4,1,4,4,3,5,3,3,4,4,4,4,3,4,2,4,4,1,6,5,4,3,5,0,10,0,8,2,4,1,1,
EE,7,4,3,3,3,2,4,2,2,2,2,2,3,3,3,3,4,4,2,6,3,4,5,3,2,5,4,4,3,3,2,3,
EE,10,3,8,3,3,1,5,1,1,1,1,4,2,3,3,2,2,2,1,6,4,5,8,4,4,8,8,7,6,2,2,4,
EE,8,5,7,4,3,3,5,3,3,3,2,3,3,3,3,2,3,3,2,6,3,3,6,2,6,6,4,5,5,3,2,3,
EE,8,5,4,4,5,2,2,2,2,2,5,3,4,4,4,4,4,4,1,6,3,3,1,3,5,3,3,3,0,3,2,2,
EE,10,4,0,55,55,55,55,1,1,1,2,2,2,2,2,2,2,2,2,6,3,3,0,2,5,5,0,2,0,3,2,3,
EE,6,4,3,55,3,3,3,1,1,4,3,5,1,1,2,5,2,3,2,6,2,3,0,1,7,5,0,0,0,5,1,5,
EE,7,5,8,3,3,2,5,2,2,55,2,2,1,1,2,2,1,1,2,6,1,2,0,1,88,3,1,3,5,3,2,3,
EE,7,3,4,5,4,2,4,1,2,3,3,3,2,3,3,3,3,3,3,6,3,4,4,3,6,5,6,6,5,4,1,3,
EE,10,4,5,5,4,2,5,1,3,1,1,1,1,1,1,1,1,1,8,6,1,88,0,1,88,5,0,5,0,5,5,5,
EE,5,4,8,4,3,3,2,3,3,4,2,3,3,3,2,2,2,3,1,6,3,4,5,3,4,5,4,5,3,4,2,4,
EE,4,3,3,5,4,4,5,3,3,3,1,3,1,1,3,1,1,1,1,6,2,3,2,3,2,4,2,2,0,5,2,2,
EE,10,4,7,4,4,3,5,4,1,3,2,4,3,2,2,2,2,2,1,6,4,4,9,4,1,4,1,2,5,4,2,2,
EE,5,5,8,5,5,3,5,2,1,1,2,3,4,4,2,2,2,2,1,6,5,3,8,3,5,5,5,6,6,4,1,1,
EE,10,4,6,3,2,4,4,2,2,4,1,2,2,2,2,1,1,1,2,6,2,5,0,2,3,6,2,5,0,3,3,2,
EE,10,4,9,4,4,3,4,2,2,5,3,3,4,4,3,3,3,4,2,6,4,4,7,4,1,2,4,6,6,2,1,2,
EE,10,4,4,4,3,4,3,3,2,2,2,3,3,3,3,2,3,4,2,6,3,4,5,3,2,7,5,7,4,3,2,2,
EE,10,6,0,5,2,4,4,4,4,2,2,4,2,2,2,2,2,3,2,6,3,3,8,3,3,5,7,6,2,2,2,2,
EE,4,3,4,4,3,3,5,3,4,4,2,3,2,2,3,2,3,3,2,6,3,2,1,2,5,2,2,5,2,4,2,4,
EE,9,4,6,2,4,4,4,1,2,4,2,3,1,4,4,2,2,1,1,6,3,2,7,3,8,4,2,10,3,4,1,5,
EE,3,2,1,5,4,4,5,3,3,4,2,4,2,4,2,2,2,2,2,6,3,4,6,3,5,6,7,7,6,3,2,2,
EE,9,3,3,5,3,4,5,3,3,3,2,2,2,3,2,3,2,2,3,6,2,4,2,2,3,3,3,3,3,4,2,4,
EE,10,6,0,55,5,5,3,1,1,1,3,3,3,3,3,1,1,3,2,6,3,5,10,3,5,8,4,4,1,5,1,5,
EE,8,3,3,3,3,3,4,2,3,2,1,3,3,3,3,3,3,3,1,6,3,3,4,3,3,6,3,5,4,3,3,3,
EE,9,6,1,4,3,3,5,1,2,2,3,3,3,3,3,2,3,3,1,6,5,4,7,4,1,6,3,3,6,2,1,1,
EE,8,3,7,5,2,4,5,4,4,4,2,4,2,2,2,2,2,1,2,6,2,3,3,3,2,4,4,2,2,4,4,3,
EE,8,3,5,5,5,4,3,3,3,2,2,2,2,2,3,3,3,2,2,6,2,3,3,2,5,5,5,5,5,3,3,3,
EE,5,5,2,4,5,5,5,4,4,5,3,4,2,2,3,3,3,4,1,6,3,4,4,3,3,4,3,6,3,3,2,4,
EE,8,6,7,3,3,2,5,1,1,55,3,3,1,3,1,1,2,2,2,6,1,2,0,1,5,1,2,2,0,3,2,3,
EE,9,6,6,5,88,3,5,3,2,4,3,3,1,3,2,2,2,1,2,6,2,3,3,2,88,88,88,8,88,3,4,4,
EE,6,5,8,4,4,2,5,1,3,3,1,3,3,4,2,2,2,1,1,6,4,4,8,1,0,7,4,1,9,1,1,1,
EE,10,2,2,5,4,4,4,3,3,55,1,3,1,2,2,2,1,1,1,6,2,3,0,1,5,0,1,1,0,3,2,2,
EE,3,4,8,2,5,4,5,4,3,2,4,3,3,3,3,3,3,4,4,3,6,66,66,6,66,66,66,66,66,4,2,3,
EE,1,3,10,4,2,1,5,1,1,2,1,3,2,2,1,1,2,1,2,6,3,4,8,3,1,9,0,7,3,3,1,3,
EE,9,4,10,5,4,3,5,1,1,3,2,3,4,3,3,2,2,3,2,6,3,3,6,3,2,6,6,6,5,4,2,2,
EE,10,5,8,3,4,2,5,4,2,3,3,2,3,3,4,1,2,3,1,6,2,2,1,2,4,3,6,5,7,2,2,3,
EE,8,4,10,5,3,3,5,2,2,2,2,4,3,4,2,1,3,2,1,6,3,3,6,2,2,7,3,3,0,3,2,2,
EE,10,5,7,5,3,2,5,2,2,3,3,3,4,3,3,2,3,2,1,6,2,3,6,2,5,7,4,4,5,3,2,2,
EE,9,4,6,2,3,2,4,3,2,2,3,4,3,3,3,4,3,4,4,3,6,66,66,6,66,66,66,66,66,3,2,2,
EE,6,4,5,5,3,2,5,1,1,55,1,1,1,1,1,1,1,1,2,6,1,2,0,1,5,3,2,4,3,3,2,3,
EE,9,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,6,2,3,2,2,1,2,2,2,2,2,2,2,
EE,10,3,5,4,4,5,5,1,5,4,3,3,3,3,3,3,4,4,1,6,2,3,5,3,5,6,7,5,5,2,4,2,
EE,10,5,10,5,4,3,5,4,3,55,1,2,3,2,2,1,1,2,1,6,2,4,3,3,1,0,0,2,2,4,3,3,
EE,10,6,9,4,2,4,5,2,2,3,3,4,4,4,5,3,3,3,2,6,4,3,8,3,7,7,6,7,7,3,2,4,
EE,10,3,6,3,3,3,5,2,2,2,1,1,3,3,2,2,2,1,2,6,2,4,0,3,2,8,0,1,0,3,2,2,
EE,5,6,4,4,3,3,3,3,3,5,2,3,2,3,3,3,2,2,1,6,3,4,3,3,3,3,4,7,2,3,2,4,
EE,3,3,6,4,3,4,3,2,1,3,1,2,3,3,1,2,3,4,1,6,3,4,4,3,3,10,2,7,2,5,1,4,
EE,7,5,4,4,4,2,4,2,2,2,2,3,4,4,3,2,2,2,2,6,3,3,5,3,4,5,4,5,1,3,2,2,
EE,8,5,5,4,4,2,5,2,2,3,2,3,4,2,2,2,3,2,2,6,2,3,4,2,5,5,5,5,5,3,1,5,
EE,3,3,5,5,4,4,5,4,5,4,2,3,2,1,3,1,3,3,2,6,4,3,2,2,5,2,2,3,0,4,5,3,
EE,8,3,7,4,4,2,3,2,1,55,3,3,4,3,2,2,3,3,1,6,3,3,7,3,2,5,3,7,6,3,1,2,
EE,8,5,6,5,2,2,3,1,1,5,2,5,4,4,2,2,2,4,1,6,4,3,8,3,8,7,2,4,6,3,1,3,
EE,8,6,8,5,5,1,1,3,1,1,1,2,3,3,2,1,1,1,2,6,4,4,4,3,4,8,4,8,6,4,1,1,
EE,8,4,8,4,2,3,5,2,2,2,4,4,2,4,4,3,4,4,2,6,3,3,8,4,3,9,5,5,5,3,2,1,
EE,6,5,5,4,5,2,5,1,2,2,3,1,2,2,3,2,3,3,1,6,3,3,0,2,5,5,5,5,5,4,2,2,
EE,4,3,7,88,3,4,5,4,3,4,2,3,2,3,2,2,2,1,2,6,2,3,5,1,2,5,6,8,1,4,2,4,
EE,5,5,3,55,55,2,55,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,8,2,5,7,2,5,5,3,3,3,
EE,10,6,5,4,4,1,1,1,1,1,3,3,3,3,3,3,3,3,1,6,3,4,5,3,5,5,5,5,5,1,1,1,
EE,10,5,0,3,3,3,4,2,2,2,2,3,4,4,4,4,4,4,1,6,2,3,0,1,2,0,4,5,0,4,2,2,
EE,8,3,7,2,2,1,2,1,2,2,4,5,4,3,4,5,5,4,2,6,2,4,3,3,4,5,4,6,5,3,2,4,
EE,5,4,6,4,5,2,2,2,2,3,3,3,3,3,3,3,3,3,2,6,4,4,3,3,2,6,2,4,1,4,2,3,
EE,9,3,8,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,1,6,2,4,5,2,5,5,5,6,2,4,2,1,
EE,8,5,5,5,4,4,5,3,2,4,3,3,2,3,4,2,4,5,2,6,3,3,6,3,1,8,3,6,6,4,3,1,
EE,10,4,6,4,4,3,4,4,3,2,2,3,3,2,2,2,2,2,2,6,2,4,9,3,2,9,2,7,7,3,2,3,
EE,8,5,8,5,2,2,5,2,1,5,2,4,3,3,2,2,2,2,1,6,3,3,9,4,4,5,1,6,3,2,1,2,
EE,10,6,5,4,4,1,5,1,1,1,3,4,3,3,3,3,3,3,1,6,3,4,5,3,4,6,6,6,3,2,1,1,
EE,9,3,6,5,3,3,4,1,2,3,4,5,3,3,3,3,3,2,2,6,3,3,6,3,3,6,1,7,4,4,2,3,
EE,9,6,0,5,5,3,5,4,3,2,3,3,3,2,3,3,3,1,1,6,4,5,0,4,2,8,0,1,0,3,3,3,
EE,7,5,5,3,3,3,2,3,2,4,2,2,2,2,2,2,1,1,2,6,1,3,1,1,5,6,6,6,3,3,3,3,
EE,10,3,8,5,3,2,5,2,2,4,1,3,1,3,1,1,1,1,1,6,3,4,3,3,3,8,1,3,3,2,1,2,
EE,7,3,7,5,3,4,5,2,2,3,2,4,3,2,2,2,3,4,1,6,4,4,7,4,4,5,6,6,4,3,2,3,
EE,7,4,5,3,3,1,5,3,1,1,3,4,4,3,2,2,2,2,2,6,3,4,7,4,2,7,5,7,7,2,1,3,
EE,7,4,6,5,4,4,5,4,4,5,3,3,3,3,3,1,3,3,1,6,3,3,9,2,2,4,2,3,3,4,3,2,
EE,10,3,9,3,2,4,1,3,4,4,3,3,2,3,2,2,3,1,4,3,6,66,66,6,66,66,66,66,66,4,1,2,
EE,9,4,6,3,2,4,2,2,3,3,3,3,2,2,3,2,3,1,2,6,1,2,7,1,4,4,5,6,3,3,2,2,
EE,2,4,2,5,3,3,5,2,2,2,1,3,3,3,3,3,3,4,2,6,3,4,5,3,5,7,5,6,1,3,3,3,
EE,5,6,3,3,5,5,5,4,3,5,2,4,5,2,5,5,5,5,2,6,4,4,5,2,5,5,5,5,2,4,2,5,
EE,9,5,6,4,2,1,5,1,1,2,4,5,4,3,3,3,3,4,2,6,2,3,4,3,6,6,5,7,7,5,1,4,
EE,10,4,2,4,4,3,5,3,3,3,2,4,2,2,2,2,2,2,2,6,3,3,3,2,5,0,2,3,0,4,2,4,
EE,7,4,7,3,4,2,2,2,2,2,3,3,1,3,3,2,3,2,2,6,3,3,3,2,5,4,6,8,5,4,2,2,
EE,10,5,6,4,5,1,5,1,1,1,2,5,4,4,3,3,3,3,1,6,4,4,10,4,1,9,4,6,9,1,1,1,
EE,88,3,0,88,88,88,88,88,88,88,8,4,8,8,5,5,5,8,2,6,2,88,88,1,88,88,88,88,0,8,8,8,
EE,5,3,7,3,3,2,1,3,3,3,5,4,4,4,2,2,4,1,1,6,3,4,1,2,2,5,5,3,3,5,2,3,
EE,6,2,7,3,4,2,5,2,1,2,2,2,3,4,2,2,2,3,2,6,3,4,5,3,4,8,4,5,6,2,2,2,
EE,7,4,2,5,4,4,5,4,4,4,3,3,4,3,4,3,3,2,1,6,3,3,2,3,5,2,2,5,1,4,2,2,
EE,10,6,0,5,5,1,5,1,1,1,2,1,2,2,3,2,3,2,2,6,2,4,0,2,88,2,3,5,0,5,2,2,
EE,88,4,6,4,4,2,5,2,2,1,3,4,8,3,3,3,3,4,2,6,1,88,2,3,88,88,5,88,7,3,1,3,
EE,4,3,8,3,4,2,4,4,2,3,2,3,3,2,2,2,2,2,1,6,3,4,6,4,4,7,3,4,7,3,2,2,
EE,7,3,3,5,4,3,4,2,2,55,1,3,2,1,2,2,2,1,2,6,2,4,0,2,5,3,0,2,0,3,2,4,
EE,3,2,3,4,3,1,5,2,2,4,2,3,4,4,3,3,2,3,1,6,3,4,3,3,4,3,3,5,3,4,2,2,
EE,8,3,0,5,5,3,3,3,3,2,4,2,2,2,2,1,2,2,1,6,3,3,0,2,4,3,4,1,2,4,2,2,
EE,6,4,5,88,88,1,88,1,1,1,3,3,3,3,3,3,3,3,1,6,3,2,1,3,1,1,1,1,1,1,1,1,
EE,10,5,10,4,3,3,3,1,1,2,3,5,5,5,5,5,4,1,1,6,4,3,7,3,4,3,2,4,3,2,2,3,
EE,3,4,6,3,2,4,5,1,2,2,2,4,4,4,2,2,3,2,2,6,3,5,5,3,3,7,2,4,2,4,2,3,
EE,10,4,10,4,3,3,4,2,2,3,4,4,2,2,4,4,4,5,1,6,4,4,7,4,0,5,1,4,4,4,1,2,
EE,0,2,9,3,4,2,2,1,2,3,2,3,3,2,3,3,3,3,2,6,3,4,8,3,1,8,2,4,8,3,2,3,
EE,9,5,5,5,3,2,3,2,2,2,2,2,2,2,3,4,2,3,2,6,3,4,7,3,3,4,1,1,1,4,1,2,
EE,7,6,8,5,2,2,5,2,2,5,1,3,3,4,2,2,2,1,1,6,3,3,7,2,2,3,1,3,0,2,1,1,
EE,7,5,1,4,4,2,4,2,2,2,5,3,4,3,4,4,4,5,2,6,2,2,0,2,5,1,1,2,2,3,2,3,
EE,8,4,8,3,88,3,5,3,2,4,3,5,2,4,1,1,1,1,1,6,2,3,8,3,2,4,0,5,4,5,1,2,
EE,8,3,7,4,2,2,4,2,2,2,2,3,3,1,2,2,2,4,1,6,4,2,0,4,0,2,2,2,0,3,3,3,
EE,9,4,6,4,3,2,5,2,2,3,3,3,4,3,3,3,3,4,2,6,3,3,8,2,5,8,6,5,7,2,1,3,
EE,10,4,7,5,3,1,3,1,1,2,2,5,5,5,3,2,2,4,2,6,4,2,6,2,4,2,6,3,3,5,1,2,
EE,10,6,0,2,3,3,55,2,2,5,3,4,2,3,3,1,3,2,1,6,2,2,0,2,7,1,1,5,0,2,2,2,
EE,7,5,1,3,3,4,5,4,4,55,3,4,2,2,2,3,3,3,2,6,2,4,0,2,5,5,5,5,5,4,3,3,
EE,10,3,2,5,5,4,5,4,4,4,2,3,3,3,2,1,1,1,3,6,3,4,5,3,5,5,5,7,1,4,2,3,
EE,10,4,3,4,3,1,5,1,1,1,2,2,3,3,2,1,2,2,1,6,4,1,7,3,6,3,3,6,0,2,1,3,
EE,6,5,6,4,4,3,5,2,2,2,2,4,3,3,3,3,2,3,2,6,2,3,5,3,3,6,6,7,5,3,2,3,
EE,10,6,5,3,3,2,5,1,1,2,2,4,3,2,3,3,4,3,2,6,2,88,5,2,5,4,5,5,5,3,2,2,
EE,7,5,9,2,2,3,5,3,3,3,2,2,2,2,2,1,3,2,2,6,4,2,5,2,5,3,2,4,3,4,2,2,
EE,3,5,1,5,3,3,3,3,3,3,3,4,4,4,3,3,3,4,2,6,3,4,2,3,5,3,5,2,2,4,2,3,
EE,6,4,4,5,4,2,5,1,3,1,1,1,1,1,1,1,1,1,1,6,3,3,0,1,5,0,2,0,0,5,5,5,
EE,5,3,8,3,2,1,5,4,1,55,2,4,4,4,4,4,4,3,2,6,3,4,8,3,5,5,1,2,0,5,1,1,
EE,7,3,3,4,4,3,3,2,2,3,3,3,3,3,2,3,3,2,2,6,4,3,3,3,3,6,3,5,3,2,2,2,
EE,10,4,5,3,3,2,3,2,2,1,1,2,2,1,1,1,1,1,2,6,3,3,6,3,5,6,5,6,5,3,1,1,
EE,9,5,3,88,88,2,5,2,2,3,2,3,3,2,2,2,2,2,2,6,3,3,6,2,4,6,6,7,7,3,2,2,
EE,9,5,8,4,4,2,3,2,2,2,2,2,4,3,2,1,1,1,1,6,3,4,6,3,2,4,4,5,5,4,2,1,
EE,7,1,3,5,2,4,5,4,5,3,3,3,2,3,4,3,3,3,2,6,2,3,3,2,3,5,3,8,3,3,2,4,
EE,9,3,5,3,3,3,5,2,1,2,1,1,4,2,3,3,3,2,2,6,3,5,5,2,6,5,5,5,5,4,1,2,
EE,9,3,9,2,4,4,5,4,3,3,2,2,2,2,3,2,2,2,1,6,3,2,3,2,2,4,2,2,3,4,2,2,
EE,8,3,9,2,4,2,5,3,3,5,2,3,4,4,3,3,3,2,1,6,3,4,8,4,1,8,2,3,5,2,2,3,
EE,4,4,5,2,2,1,4,2,2,3,3,3,4,4,3,2,3,4,3,6,2,3,4,2,7,1,2,4,2,5,1,4,
EE,8,5,2,5,4,4,5,3,3,1,3,4,3,3,2,2,3,3,2,6,4,4,8,3,3,7,3,6,2,4,2,2,
EE,9,4,6,4,4,2,5,2,3,2,4,3,3,4,4,4,4,5,4,4,6,66,66,6,66,66,66,66,66,4,2,2,
EE,8,3,6,3,4,4,5,3,3,2,2,3,4,3,2,3,2,2,2,6,2,3,3,2,5,5,4,6,3,4,2,3,
EE,10,3,10,4,4,2,3,1,1,2,3,4,2,3,2,2,2,2,3,6,5,4,0,1,5,5,7,9,8,2,2,3,
EE,9,5,7,4,4,1,3,1,1,1,3,3,3,3,3,3,3,3,2,6,3,3,0,3,2,2,4,7,1,4,1,5,
EE,7,4,7,5,4,4,4,3,3,2,4,3,3,3,3,3,4,4,2,6,3,4,5,3,5,5,5,5,5,3,2,2,
EE,8,6,10,4,2,2,4,2,2,4,1,5,3,2,2,2,2,1,2,6,1,3,5,1,10,88,10,88,5,4,2,2,
EE,8,3,8,5,3,4,2,4,4,3,3,3,3,3,3,1,2,3,1,6,4,3,7,4,0,7,7,7,7,2,2,1,
EE,8,6,0,5,3,2,5,3,2,1,2,5,5,1,5,5,5,1,2,6,3,3,5,3,0,8,5,5,5,4,1,1,
EE,6,5,2,4,4,1,2,1,1,1,3,4,4,3,2,2,2,2,1,6,4,4,7,3,3,7,6,6,7,4,2,2,
EE,9,6,10,4,2,2,3,2,2,4,1,4,2,2,1,1,1,4,3,6,3,2,9,2,5,5,5,8,1,4,2,2,
EE,10,5,5,55,55,3,5,3,3,3,3,3,3,3,3,1,3,5,1,6,1,4,0,2,88,0,3,7,0,3,1,2,
EE,9,5,10,4,2,2,5,1,1,1,4,3,4,4,5,3,4,5,2,6,3,4,8,4,2,5,2,6,3,1,1,2,
EE,8,6,4,5,5,4,5,2,2,2,2,4,4,5,3,1,3,5,3,6,3,4,7,3,2,5,2,7,8,3,1,1,
EE,9,4,8,4,4,3,4,2,2,2,3,1,3,3,3,2,3,2,2,6,3,4,5,3,2,7,5,5,2,4,4,3,
EE,10,3,6,4,4,3,5,1,1,3,2,3,3,3,2,1,2,2,2,6,3,4,6,3,4,7,7,7,4,2,2,2,
EE,5,6,0,88,88,2,4,1,2,2,4,3,3,3,3,3,3,3,2,6,2,4,0,2,5,2,2,2,1,5,3,3,
EE,8,4,6,4,2,2,5,2,1,2,2,2,3,3,2,2,2,1,3,6,1,3,2,1,5,3,4,7,2,4,2,2,
EE,10,3,6,1,5,1,5,1,3,1,2,4,4,3,3,1,2,8,2,6,4,2,5,4,0,2,0,9,0,4,1,4,
EE,8,4,7,3,4,2,4,3,2,2,2,3,3,3,3,3,2,2,2,6,4,4,7,3,3,8,6,4,6,2,2,2,
EE,10,6,10,4,2,1,5,2,4,4,2,4,3,3,4,4,5,5,1,6,4,3,10,4,0,10,7,10,10,5,1,2,
